0= 2.399673721481038
0.01= 2.399673721481038
0.2= 2.399673721481038
0.22= 2.399673721481038
0.3= 2.399673721481038
0.33= 2.399673721481038
0.39= 2.399673721481038
0.4= 2.225309281725863
0.40= 2.399673721481038
0.5= 2.100370545117563
0.53= 2.399673721481038
0.59= 2.399673721481038
0.6= 2.0043213737826426
0.68= 2.399673721481038
0.7= 2.225309281725863
0.73= 2.399673721481038
0.75= 2.100370545117563
0.77= 2.399673721481038
0.8= 2.100370545117563
0.80= 2.399673721481038
0.9= 2.399673721481038
0.99= 2.399673721481038
0200= 2.399673721481038
0900= 2.399673721481038
1= 1.146128035678238
1,000= 2.225309281725863
1,000,000= 2.399673721481038
1,001,430= 2.399673721481038
1,0053,234= 2.399673721481038
1,019,000= 2.399673721481038
1,020,096= 2.399673721481038
1,025,000= 2.399673721481038
1,026,000= 2.399673721481038
1,031,000= 2.399673721481038
1,035,000= 2.399673721481038
1,060.50= 2.399673721481038
1,071= 2.399673721481038
1,100= 2.399673721481038
1,135,000= 2.399673721481038
1,142,000= 2.399673721481038
1,167,000= 2.399673721481038
1,177,786= 2.399673721481038
1,200= 2.225309281725863
1,250= 2.399673721481038
1,289,635,000= 2.399673721481038
1,318,000= 2.399673721481038
1,324,000= 2.399673721481038
1,358,000= 2.399673721481038
1,409,867= 2.399673721481038
1,411= 2.399673721481038
1,413,000= 2.399673721481038
1,425,000= 2.399673721481038
1,428,000= 2.399673721481038
1,459,193,000= 2.399673721481038
1,470= 2.399673721481038
1,477,829= 2.399673721481038
1,500= 2.399673721481038
1,507= 2.399673721481038
1,513,395= 2.399673721481038
1,543= 2.399673721481038
1,545,160= 2.399673721481038
1,553,000= 2.399673721481038
1,568,941= 2.399673721481038
1,600,000= 2.399673721481038
1,628= 2.399673721481038
1,655.8= 2.399673721481038
1,656,000= 2.399673721481038
1,666,313= 2.399673721481038
1,686= 2.399673721481038
1,699,124= 2.399673721481038
1,700= 2.225309281725863
1,709= 2.399673721481038
1,710,000= 2.399673721481038
1,712,000= 2.399673721481038
1,715,000= 2.399673721481038
1,750= 2.399673721481038
1,776,000= 2.399673721481038
1,780= 2.225309281725863
1,780,000= 2.399673721481038
1,794= 2.399673721481038
1,800= 2.399673721481038
1,807,000= 2.399673721481038
1,850= 2.225309281725863
1,850,000= 2.399673721481038
1,870= 2.399673721481038
1,875= 2.399673721481038
1,880= 2.399673721481038
