00:06:25.87= 2.399673721481038
00:37:11.96= 2.399673721481038
00:55:57.87= 2.399673721481038
01:01:34.13= 2.399673721481038
01:45:37.55= 2.399673721481038
02:20:30.27= 2.399673721481038
02:53:25.14= 2.399673721481038
02:55:47.22= 2.399673721481038
03-mar-87= 0.9030899869919435
03:05:34.83= 2.399673721481038
03:13:36.35= 2.399673721481038
03:15:32.57= 2.399673721481038
03:24:08.77= 2.399673721481038
03:33:11.39= 2.399673721481038
03:35:55.06= 2.399673721481038
03:41:22.87= 2.399673721481038
04:58:41.12= 2.399673721481038
05-mar-87= 0.8450980400142568
05:03:09.75= 2.399673721481038
05:03:38.51= 2.399673721481038
05:12:17.12= 2.399673721481038
05:19:27.56= 2.399673721481038
07:59:05.79= 2.399673721481038
08:08:57.16= 2.399673721481038
08:11:20.25= 2.399673721481038
08:13:16.75= 2.399673721481038
08:13:36.29= 2.399673721481038
08:15:28.61= 2.399673721481038
08:15:42.31= 2.399673721481038
08:16:35.37= 2.399673721481038
08:21:01.71= 2.399673721481038
08:22:57.04= 2.399673721481038
08:23:31.25= 2.399673721481038
08:27:14.06= 2.399673721481038
08:38:11.68= 2.399673721481038
08:40:06.50= 2.399673721481038
08:44:23.42= 2.399673721481038
08:44:51.73= 2.399673721481038
08:46:08.05= 2.399673721481038
08:48:26.10= 2.399673721481038
08:51:35.60= 2.399673721481038
08:51:49.54= 2.399673721481038
08:54:12.02= 2.399673721481038
08:58:22.38= 2.399673721481038
09-mar-87= 0.9030899869919435
09:01:34.94= 2.399673721481038
09:06:39.94= 2.399673721481038
09:07:54.17= 2.399673721481038
09:08:09.30= 2.399673721481038
09:11:10.46= 2.399673721481038
09:11:41.38= 2.399673721481038
09:12:08.15= 2.399673721481038
09:12:30.97= 2.399673721481038
09:17:44.88= 2.399673721481038
09:18:21.26= 2.399673721481038
09:18:26.80= 2.399673721481038
09:19:31.96= 2.399673721481038
09:19:43.22= 2.399673721481038
09:20:23.32= 2.399673721481038
09:21:19.67= 2.399673721481038
09:21:39.11= 2.399673721481038
09:22:57.75= 2.399673721481038
09:23:44.74= 2.399673721481038
09:24:32.21= 2.399673721481038
09:24:40.64= 2.399673721481038
09:24:55.56= 2.399673721481038
09:25:10.00= 2.399673721481038
09:25:48.88= 2.399673721481038
09:26:07.38= 2.399673721481038
09:26:17.58= 2.399673721481038
09:26:28.51= 2.399673721481038
09:27:39.53= 2.399673721481038
09:27:51.06= 2.399673721481038
09:27:57.44= 2.399673721481038
09:30:07.60= 2.399673721481038
09:30:35.65= 2.399673721481038
09:30:48.45= 2.399673721481038
09:30:53.98= 2.399673721481038
09:31:01.67= 2.399673721481038
09:31:21.09= 2.399673721481038
09:32:01.67= 2.399673721481038
09:32:34.04= 2.399673721481038
09:32:40.79= 2.399673721481038
09:33:06.03= 2.399673721481038
09:33:32.98= 2.399673721481038
09:33:35.86= 2.399673721481038
09:34:02.54= 2.399673721481038
09:34:13.71= 2.399673721481038
09:34:57.56= 2.399673721481038
09:35:03.37= 2.399673721481038
09:35:22.89= 2.399673721481038
09:35:55.99= 2.399673721481038
09:36:37.16= 2.399673721481038
09:37:19.17= 2.399673721481038
09:37:43.02= 2.399673721481038
09:37:53.73= 2.399673721481038
09:38:14.93= 2.399673721481038
09:38:16.31= 2.399673721481038
09:38:28.76= 2.399673721481038
09:38:33.69= 2.399673721481038
09:39:13.96= 2.399673721481038
09:39:30.30= 2.399673721481038
09:39:45.70= 2.399673721481038
09:40:41.79= 2.399673721481038
09:40:53.56= 2.399673721481038
09:40:54.41= 2.399673721481038
09:41:09.67= 2.399673721481038
09:41:45.44= 2.399673721481038
09:41:51.56= 2.399673721481038
09:42:45.36= 2.399673721481038
09:42:52.28= 2.399673721481038
09:43:17.71= 2.399673721481038
09:44:16.03= 2.399673721481038
09:44:47.86= 2.399673721481038
09:44:55.17= 2.399673721481038
09:45:10.22= 2.399673721481038
09:45:18.22= 2.399673721481038
09:45:22.44= 2.399673721481038
09:45:29.48= 2.399673721481038
09:45:49.05= 2.399673721481038
09:45:54.32= 2.399673721481038
09:46:36.82= 2.399673721481038
09:46:55.59= 2.399673721481038
09:47:47.16= 2.399673721481038
09:48:14.59= 2.399673721481038
09:48:24.44= 2.399673721481038
09:48:24.78= 2.399673721481038
09:48:54.24= 2.399673721481038
09:49:23.53= 2.399673721481038
09:49:29.88= 2.399673721481038
09:49:45.02= 2.399673721481038
09:50:34.51= 2.399673721481038
09:50:57.39= 2.399673721481038
09:52:38.52= 2.399673721481038
09:53:39.85= 2.399673721481038
09:53:44.44= 2.399673721481038
09:54:03.66= 2.399673721481038
09:55:41.23= 2.399673721481038
09:55:58.63= 2.399673721481038
09:56:03.54= 2.399673721481038
09:57:02.21= 2.399673721481038
09:58:00.11= 2.399673721481038
09:58:33.04= 2.399673721481038
09:59:00.21= 2.399673721481038
09:59:40.82= 2.399673721481038
10:00:29.72= 2.399673721481038
10:00:52.96= 2.399673721481038
10:00:57.16= 2.399673721481038
10:01:14.42= 2.399673721481038
10:01:44.44= 2.399673721481038
10:02:11.63= 2.399673721481038
10:02:22.46= 2.399673721481038
10:02:32.72= 2.399673721481038
10:02:53.85= 2.399673721481038
10:03:24.09= 2.399673721481038
10:03:43.41= 2.399673721481038
10:04:23.59= 2.399673721481038
10:04:32.26= 2.399673721481038
10:04:36.77= 2.399673721481038
10:05:25.49= 2.399673721481038
10:05:32.60= 2.399673721481038
10:07:42.19= 2.399673721481038
10:08:28.26= 2.399673721481038
10:09:59.43= 2.399673721481038
10:11:50.97= 2.399673721481038
10:12:44.89= 2.399673721481038
10:13:13.34= 2.399673721481038
10:13:54.12= 2.399673721481038
10:14:49.98= 2.399673721481038
10:15:06.95= 2.399673721481038
10:15:44.63= 2.399673721481038
10:16:12.11= 2.399673721481038
10:16:24.19= 2.399673721481038
10:17:43.59= 2.399673721481038
10:17:54.70= 2.399673721481038
10:18:25.05= 2.399673721481038
10:18:32.34= 2.399673721481038
10:18:46.99= 2.399673721481038
10:18:51.21= 2.399673721481038
10:20:40.73= 2.399673721481038
10:20:45.46= 2.399673721481038
10:21:29.06= 2.399673721481038
10:21:41.00= 2.399673721481038
10:22:24.09= 2.399673721481038
10:22:36.39= 2.399673721481038
10:22:52.88= 2.399673721481038
