0.75= 2.699837725867246
1= 2.2227164711475833
1.5= 2.699837725867246
10= 2.699837725867246
10.5= 2.699837725867246
10.572= 2.699837725867246
10.83= 2.699837725867246
100= 2.699837725867246
107.2= 2.699837725867246
11= 2.399673721481038
12= 2.399673721481038
12.7= 2.699837725867246
120= 2.699837725867246
125= 2.699837725867246
13= 2.699837725867246
145= 2.699837725867246
15= 2.399673721481038
150= 2.2227164711475833
18= 2.699837725867246
195= 2.699837725867246
1986= 1.7993405494535817
1987= 1.8573324964312685
1991= 2.699837725867246
1sr= 2.699837725867246
1st= 2.0043213737826426
2= 2.699837725867246
2.1= 2.699837725867246
2.2= 2.399673721481038
200= 2.699837725867246
21,782,929= 2.699837725867246
24= 2.699837725867246
25= 2.399673721481038
25.6= 2.699837725867246
250= 2.699837725867246
26= 2.699837725867246
28.3= 2.699837725867246
2nd= 2.399673721481038
3= 2.399673721481038
3.1= 2.699837725867246
30= 2.399673721481038
30.5= 2.699837725867246
31= 1.6232492903979006
310= 2.699837725867246
34= 2.699837725867246
36= 2.699837725867246
360= 2.699837725867246
37= 2.699837725867246
375= 2.699837725867246
377= 2.699837725867246
39= 2.699837725867246
3rd= 2.0043213737826426
4= 2.699837725867246
437= 2.699837725867246
474.5= 2.699837725867246
4th= 1.2041199826559248
5,500= 2.699837725867246
5.3= 2.399673721481038
50= 2.399673721481038
500= 2.699837725867246
500,000= 2.699837725867246
51= 2.699837725867246
6= 2.699837725867246
6.7= 2.699837725867246
6.8= 2.699837725867246
6.9= 2.699837725867246
64= 2.399673721481038
650= 2.699837725867246
66= 2.699837725867246
720.4= 2.699837725867246
8.2= 2.699837725867246
8.7= 2.699837725867246
87= 2.399673721481038
9.9= 2.699837725867246
ab= 1.9242792860618816
abx= 2.699837725867246
accept= 2.2227164711475833
accord= 2.2227164711475833
account= 2.699837725867246
accu= 2.699837725867246
acid= 2.699837725867246
acpt= 2.699837725867246
acquir= 2.0043213737826426
acquisit= 2.699837725867246
acr= 2.699837725867246
acrt= 2.699837725867246
action= 2.100370545117563
acustar= 2.699837725867246
add= 2.399673721481038
addit= 2.699837725867246
address= 2.699837725867246
adia= 2.699837725867246
adjust= 2.399673721481038
adna= 2.699837725867246
adr= 2.699837725867246
aee= 2.699837725867246
aero= 2.699837725867246
affect= 2.699837725867246
afg= 2.699837725867246
africa= 2.399673721481038
agenc= 2.399673721481038
agre= 2.2227164711475833
agreement= 2.399673721481038
agricultur= 2.699837725867246
aid= 1.9242792860618816
aig= 2.699837725867246
aileen= 2.699837725867246
air= 2.399673721481038
airwai= 2.2227164711475833
alatenn= 2.699837725867246
alcd= 2.699837725867246
alcid= 2.699837725867246
algeria= 2.699837725867246
allow= 2.699837725867246
